transaction_id,payment_model,payment_model_bg,amount,is_cross_border,has_currency_conversion,cost,latency,is_failed,risk_probability,expected_loss,status
38,bank_transfer,Банков превод,102.47,False,False,0.7574,8.4419,False,0.01488,0.5337,success
39,card_payment,Картово плащане,100.8,False,False,1.9144,3.268,False,0.03103,1.4075,success
40,open_banking,Open Banking плащане,34.68,False,False,0.3534,4.3701,True,0.02776,0.3658,failed
41,card_payment,Картово плащане,39.14,False,False,0.8045,3.4265,False,0.03047,0.5367,success
42,card_payment,Картово плащане,5.0,True,False,0.39,3.0665,False,0.04669,0.1051,success
43,e_wallet,Електронен портфейл,35.81,False,False,0.6213,2.8671,False,0.02007,0.2875,success
44,card_payment,Картово плащане,13.67,True,False,0.5461,2.665,False,0.04894,0.3011,success
45,instant_payment,Незабавно плащане,43.79,False,False,0.4627,2.2104,False,0.02226,0.3412,success
46,bank_transfer,Банков превод,44.54,False,False,0.5836,9.8943,False,0.01564,0.2438,success
47,bank_transfer,Банков превод,16.31,False,False,0.4989,11.7948,False,0.01142,0.0652,success
48,instant_payment,Незабавно плащане,23.43,False,False,0.3406,1.861,False,0.03078,0.2524,success
49,bank_transfer,Банков превод,111.97,False,False,0.7859,10.8317,False,0.01953,0.7654,success
50,e_wallet,Електронен портфейл,45.22,False,False,0.7531,2.524,False,0.01977,0.3576,success
51,bank_transfer,Банков превод,70.87,False,False,0.6626,10.5069,False,0.01804,0.4475,success
52,e_wallet,Електронен портфейл,25.72,False,False,0.4801,2.4046,False,0.03194,0.3286,success
53,instant_payment,Незабавно плащане,15.57,False,False,0.2934,2.1566,False,0.02652,0.1445,success
54,card_payment,Картово плащане,14.88,False,False,0.3678,3.5655,False,0.0321,0.2149,success
55,card_payment,Картово плащане,16.41,False,False,0.3954,2.7972,False,0.03792,0.28,success
56,e_wallet,Електронен портфейл,53.15,False,False,0.8641,2.4876,False,0.02233,0.4747,success
57,bank_transfer,Банков превод,44.0,False,False,0.582,9.5536,False,0.01649,0.2539,success
58,instant_payment,Незабавно плащане,31.26,False,False,0.3876,2.4278,False,0.02197,0.2404,success
59,e_wallet,Електронен портфейл,12.39,False,False,0.2935,2.2772,False,0.03165,0.1569,success
60,open_banking,Open Banking плащане,40.92,False,False,0.3846,4.4673,False,0.02358,0.3667,success
61,bank_transfer,Банков превод,20.27,True,False,0.8608,8.6388,False,0.0232,0.1646,success
62,instant_payment,Незабавно плащане,9.87,False,False,0.2592,1.8981,False,0.0184,0.0636,success
63,card_payment,Картово плащане,41.62,False,False,0.8492,2.864,False,0.04214,0.7892,success
64,e_wallet,Електронен портфейл,23.47,False,False,0.4486,2.7904,False,0.01941,0.1822,success
65,e_wallet,Електронен портфейл,189.57,False,False,2.774,2.2045,False,0.02882,2.1854,success
66,open_banking,Open Banking плащане,159.28,False,False,0.9764,3.9225,False,0.0375,2.2697,success
67,bank_transfer,Банков превод,7.86,False,False,0.4736,8.718,False,0.01304,0.0359,success
68,e_wallet,Електронен портфейл,64.53,False,False,1.0234,3.2741,False,0.02763,0.7132,success
69,e_wallet,Електронен портфейл,66.3,False,False,1.0482,2.9896,False,0.02427,0.6436,success
70,open_banking,Open Banking плащане,43.25,False,False,0.3962,3.2477,False,0.02706,0.4447,success
71,bank_transfer,Банков превод,85.29,True,True,1.9088,10.9322,False,0.04101,1.2242,success
72,card_payment,Картово плащане,60.12,False,False,1.1822,3.4785,False,0.03191,0.8633,success
73,card_payment,Картово плащане,86.39,False,False,1.655,3.2943,False,0.03196,1.2425,success
74,e_wallet,Електронен портфейл,34.8,True,True,1.3092,2.1332,False,0.05159,0.7181,success
75,instant_payment,Незабавно плащане,13.91,False,False,0.2835,1.9773,False,0.02028,0.0987,success
76,open_banking,Open Banking плащане,13.97,False,False,0.2499,4.8303,False,0.03523,0.187,success
77,bank_transfer,Банков превод,62.12,True,True,1.6076,11.5957,False,0.04347,0.9451,success
78,e_wallet,Електронен портфейл,104.38,True,True,3.327,2.5415,True,0.05593,2.3352,failed
79,instant_payment,Незабавно плащане,33.44,False,False,0.4006,1.989,False,0.0226,0.2645,success
80,instant_payment,Незабавно плащане,7.25,True,False,0.3935,1.9181,False,0.03364,0.0854,success
81,e_wallet,Електронен портфейл,84.35,False,False,1.3009,2.3726,False,0.02439,0.8229,success
82,card_payment,Картово плащане,43.15,False,False,0.8767,3.7635,False,0.03699,0.7183,success
83,card_payment,Картово плащане,5.48,False,False,0.1986,2.2316,False,0.04134,0.1019,success
84,card_payment,Картово плащане,23.98,False,False,0.5316,2.9317,False,0.03554,0.3835,success
85,e_wallet,Електронен портфейл,30.59,False,False,0.5483,2.9128,False,0.02355,0.2882,success
86,card_payment,Картово плащане,34.0,False,False,0.712,3.3712,False,0.0298,0.4559,success
87,e_wallet,Електронен портфейл,35.57,False,False,0.618,2.7047,False,0.02156,0.3068,success
88,open_banking,Open Banking плащане,34.94,False,False,0.3547,4.0225,False,0.03437,0.4563,success
89,open_banking,Open Banking плащане,12.23,True,True,0.4345,4.2081,False,0.05057,0.235,success
90,card_payment,Картово плащане,25.41,False,False,0.5574,3.2201,False,0.03483,0.3983,success
91,card_payment,Картово плащане,19.51,True,False,0.6512,3.2328,False,0.04484,0.3937,success
92,e_wallet,Електронен портфейл,88.58,False,False,1.3601,2.444,False,0.02695,0.9549,success
93,e_wallet,Електронен портфейл,28.75,False,False,0.5225,2.631,False,0.03014,0.3466,success
94,open_banking,Open Banking плащане,43.09,False,False,0.3955,4.1668,False,0.03268,0.5351,success
95,bank_transfer,Банков превод,42.35,False,False,0.5771,8.783,False,0.01762,0.2612,success
96,bank_transfer,Банков превод,18.08,False,False,0.5042,11.687,False,0.01129,0.0714,success
97,instant_payment,Незабавно плащане,32.13,False,False,0.3928,2.0027,False,0.02143,0.241,success
98,open_banking,Open Banking плащане,14.16,False,False,0.2508,4.7227,False,0.03115,0.1676,success
99,instant_payment,Незабавно плащане,45.52,True,False,0.6231,1.9959,False,0.03868,0.6162,success
100,bank_transfer,Банков превод,101.25,False,False,0.7538,11.1073,False,0.01377,0.488,success
101,bank_transfer,Банков превод,56.76,False,False,0.6203,10.7666,False,0.02172,0.4315,success
102,e_wallet,Електронен портфейл,8.11,False,False,0.2335,2.7557,False,0.0264,0.0856,success
103,card_payment,Картово плащане,55.91,False,False,1.1064,3.4902,False,0.03674,0.9244,success
104,instant_payment,Незабавно плащане,50.02,False,False,0.5001,2.3127,False,0.02473,0.4329,success
105,bank_transfer,Банков превод,36.11,False,False,0.5583,10.5339,False,0.01479,0.1869,success
106,e_wallet,Електронен портфейл,264.64,False,False,3.825,2.8526,False,0.03523,3.7293,success
107,e_wallet,Електронен портфейл,86.7,True,True,2.8143,2.4753,False,0.04753,1.6483,success
108,open_banking,Open Banking плащане,15.24,False,False,0.2562,4.5487,False,0.03198,0.1852,success
109,card_payment,Картово плащане,36.37,False,False,0.7547,2.8305,False,0.03879,0.6349,success
110,instant_payment,Незабавно плащане,18.96,False,False,0.3138,2.4067,False,0.02277,0.1511,success
111,card_payment,Картово плащане,51.51,False,False,1.0272,3.5734,False,0.03477,0.806,success
112,bank_transfer,Банков превод,26.99,False,False,0.531,9.483,False,0.01546,0.146,success
113,bank_transfer,Банков превод,27.1,True,False,0.8813,9.8596,False,0.02471,0.2344,success
114,card_payment,Картово плащане,28.78,False,False,0.618,3.77,False,0.02747,0.3558,success
115,card_payment,Картово плащане,33.53,True,True,1.3059,3.4231,False,0.05531,0.8345,success
116,bank_transfer,Банков превод,36.38,False,False,0.5591,10.469,False,0.00958,0.122,success
117,instant_payment,Незабавно плащане,15.93,False,False,0.2956,1.7803,False,0.01627,0.0907,success
118,e_wallet,Електронен портфейл,8.5,False,False,0.239,2.8809,False,0.02767,0.0941,success
119,card_payment,Картово плащане,10.28,False,False,0.285,3.5526,False,0.03817,0.1766,success
120,card_payment,Картово плащане,175.28,False,False,3.255,2.9568,False,0.03751,2.9586,success
121,e_wallet,Електронен портфейл,18.67,False,False,0.3814,2.4163,False,0.02246,0.1677,success
122,card_payment,Картово плащане,10.26,True,False,0.4847,3.2084,False,0.04357,0.2012,success
123,bank_transfer,Банков превод,61.52,False,False,0.6346,9.4277,False,0.00689,0.1484,success
124,bank_transfer,Банков превод,43.73,False,False,0.5812,11.4098,False,0.02246,0.3438,success
125,bank_transfer,Банков превод,80.49,False,False,0.6915,11.1303,False,0.01315,0.3705,success
126,instant_payment,Незабавно плащане,17.88,False,False,0.3073,2.3543,False,0.02348,0.1469,success
127,instant_payment,Незабавно плащане,31.75,False,False,0.3905,2.4357,False,0.01903,0.2115,success
128,open_banking,Open Banking плащане,19.49,True,True,0.5144,3.3389,False,0.05551,0.4111,success
129,card_payment,Картово плащане,40.97,False,False,0.8375,2.9644,False,0.02717,0.5009,success
130,instant_payment,Незабавно плащане,67.94,False,False,0.6076,1.5906,False,0.02415,0.5743,success
131,instant_payment,Незабавно плащане,5.0,False,False,0.23,2.4222,False,0.0217,0.038,success
132,bank_transfer,Банков превод,157.72,True,False,1.2732,10.1102,False,0.03054,1.6859,success
133,bank_transfer,Банков превод,42.48,False,False,0.5774,11.3588,False,0.01736,0.2581,success
134,open_banking,Open Banking плащане,49.32,False,False,0.4266,4.7974,False,0.02669,0.5002,success
135,open_banking,Open Banking плащане,43.72,False,False,0.3986,3.6997,False,0.03362,0.5585,success
136,e_wallet,Електронен портфейл,49.22,False,False,0.8091,2.8794,False,0.02927,0.5763,success
137,card_payment,Картово плащане,45.62,False,False,0.9212,3.5085,False,0.02934,0.6023,success
138,card_payment,Картово плащане,45.14,False,False,0.9125,2.1051,False,0.03509,0.7128,success
139,bank_transfer,Банков превод,35.88,True,True,1.2664,9.9785,False,0.03011,0.3781,success
140,open_banking,Open Banking плащане,55.27,False,False,0.4564,4.0953,False,0.0286,0.6007,success
141,instant_payment,Незабавно плащане,41.16,False,False,0.447,1.7441,False,0.02616,0.3769,success
142,card_payment,Картово плащане,220.28,False,False,4.065,3.3985,False,0.0394,3.9056,success
143,instant_payment,Незабавно плащане,66.74,False,False,0.6004,1.96,False,0.02206,0.5153,success
144,bank_transfer,Банков превод,22.78,False,False,0.5183,8.9085,False,0.0148,0.118,success
145,card_payment,Картово плащане,239.11,False,False,4.404,3.1105,False,0.04485,4.8258,success
146,instant_payment,Незабавно плащане,233.84,False,False,1.603,1.9772,False,0.02785,2.2794,success
147,bank_transfer,Банков превод,11.1,False,False,0.4833,10.0825,False,0.01442,0.056,success
148,card_payment,Картово плащане,196.68,False,False,3.6402,3.1452,False,0.04139,3.6633,success
149,card_payment,Картово плащане,69.85,False,False,1.3573,3.0107,False,0.03475,1.0923,success
150,bank_transfer,Банков превод,43.57,False,False,0.5807,11.7183,False,0.01488,0.2269,success
151,bank_transfer,Банков превод,5.52,False,False,0.4666,11.4619,False,0.00836,0.0162,success
152,e_wallet,Електронен портфейл,18.04,False,False,0.3726,2.6034,False,0.0236,0.1703,success
153,bank_transfer,Банков превод,91.72,True,False,1.0752,9.343,False,0.02469,0.7926,success
154,e_wallet,Електронен портфейл,7.89,False,False,0.2305,2.6687,False,0.02418,0.0763,success
155,bank_transfer,Банков превод,16.73,False,False,0.5002,10.1578,False,0.01277,0.0748,success
156,card_payment,Картово плащане,63.8,False,False,1.2484,2.7366,False,0.03352,0.9624,success
157,open_banking,Open Banking плащане,38.01,False,False,0.37,4.0538,False,0.02558,0.3695,success
158,card_payment,Картово плащане,79.4,False,False,1.5292,2.9528,False,0.02984,1.0662,success
159,bank_transfer,Банков превод,73.8,False,False,0.6714,9.7499,False,0.01804,0.466,success
160,bank_transfer,Банков превод,40.56,False,False,0.5717,8.8131,False,0.02111,0.2997,success
161,card_payment,Картово плащане,39.09,False,False,0.8036,3.1639,False,0.03778,0.6646,success
162,card_payment,Картово плащане,7.31,False,False,0.2316,3.5036,False,0.03965,0.1304,success
163,e_wallet,Електронен портфейл,127.98,True,False,2.0917,2.6334,False,0.03207,1.6417,success
164,bank_transfer,Банков превод,33.35,False,False,0.5501,8.9648,False,0.01508,0.176,success
165,instant_payment,Незабавно плащане,28.45,False,False,0.3707,2.0111,False,0.02203,0.2194,success
166,open_banking,Open Banking плащане,62.74,False,False,0.4937,5.0859,False,0.03194,0.7615,success
167,e_wallet,Електронен портфейл,42.08,False,False,0.7091,2.551,False,0.02966,0.4992,success
168,instant_payment,Незабавно плащане,17.87,True,False,0.4572,2.1951,False,0.03329,0.2082,success
169,bank_transfer,Банков превод,69.55,True,False,1.0086,10.7172,False,0.03766,0.9167,success
170,card_payment,Картово плащане,39.37,False,False,0.8087,3.9503,False,0.0367,0.6502,success
171,card_payment,Картово плащане,28.81,False,False,0.6186,3.0597,False,0.03337,0.4326,success
172,card_payment,Картово плащане,10.62,True,True,0.6186,2.7378,False,0.05747,0.2746,success
173,instant_payment,Незабавно плащане,30.65,False,False,0.3839,1.7833,False,0.01723,0.1848,success
174,card_payment,Картово плащане,23.8,False,False,0.5284,2.9646,False,0.03343,0.358,success
175,card_payment,Картово плащане,17.14,False,False,0.4085,3.6665,False,0.03116,0.2403,success
176,card_payment,Картово плащане,12.19,False,False,0.3194,2.7319,False,0.03153,0.173,success
177,e_wallet,Електронен портфейл,22.56,False,False,0.4358,2.1266,False,0.02089,0.1885,success
178,e_wallet,Електронен портфейл,65.88,False,False,1.0423,2.7236,False,0.01946,0.5128,success
179,card_payment,Картово плащане,41.79,False,False,0.8522,2.8364,False,0.03554,0.6683,success
180,bank_transfer,Банков превод,25.57,False,False,0.5267,10.3195,False,0.00761,0.0681,success
181,card_payment,Картово плащане,41.79,False,False,0.8522,3.309,False,0.02727,0.5128,success
182,open_banking,Open Banking плащане,93.55,False,False,0.6478,3.6434,False,0.03455,1.2282,success
183,card_payment,Картово плащане,12.81,False,False,0.3306,3.7149,False,0.03286,0.1894,success
184,card_payment,Картово плащане,69.9,False,False,1.3582,2.9209,False,0.0336,1.0569,success
185,instant_payment,Незабавно плащане,25.68,True,True,0.6838,1.7013,False,0.03809,0.3424,success
186,card_payment,Картово плащане,79.08,False,False,1.5234,3.2204,False,0.03407,1.2124,success
187,e_wallet,Електронен портфейл,12.0,False,False,0.288,2.0244,False,0.03089,0.1483,success
188,e_wallet,Електронен портфейл,36.1,False,False,0.6254,2.8053,False,0.02247,0.3245,success
189,instant_payment,Незабавно плащане,5.3,True,False,0.3818,1.9006,False,0.0345,0.064,success
190,card_payment,Картово плащане,56.05,False,False,1.1089,2.9156,False,0.03814,0.962,success
191,e_wallet,Електронен портфейл,91.08,False,False,1.3951,2.2709,False,0.01883,0.686,success
192,bank_transfer,Банков превод,31.6,False,False,0.5448,8.6095,False,0.01207,0.1335,success
193,e_wallet,Електронен портфейл,10.51,False,False,0.2671,2.2808,False,0.02026,0.0852,success
194,open_banking,Open Banking плащане,23.98,True,False,0.4199,4.176,False,0.03978,0.3625,success
195,instant_payment,Незабавно плащане,13.86,False,False,0.2832,1.9005,False,0.01929,0.0936,success
196,instant_payment,Незабавно плащане,50.02,False,False,0.5001,2.009,False,0.02762,0.4835,success
197,bank_transfer,Банков превод,63.71,False,False,0.6411,9.7989,False,0.01505,0.3356,success
198,instant_payment,Незабавно плащане,25.88,False,False,0.3553,2.2587,False,0.02429,0.22,success
199,e_wallet,Електронен портфейл,46.21,False,False,0.7669,2.3607,False,0.02678,0.495,success
200,bank_transfer,Банков превод,85.99,True,False,1.058,11.3184,False,0.02907,0.8749,success
201,bank_transfer,Банков превод,18.89,False,False,0.5067,10.4504,False,0.00943,0.0623,success
202,card_payment,Картово плащане,5.0,False,False,0.19,3.0013,False,0.03803,0.0856,success
203,instant_payment,Незабавно плащане,77.25,False,False,0.6635,1.9215,False,0.01731,0.468,success
204,instant_payment,Незабавно плащане,50.56,False,False,0.5034,2.8014,False,0.02106,0.3727,success
205,e_wallet,Електронен портфейл,21.78,False,False,0.4249,2.7391,False,0.02413,0.2102,success
206,card_payment,Картово плащане,75.18,True,False,1.6532,3.1419,False,0.04596,1.5549,success
207,card_payment,Картово плащане,32.16,False,False,0.6789,2.6114,False,0.03963,0.5735,success
208,open_banking,Open Banking плащане,30.54,False,False,0.3327,4.1948,False,0.03089,0.3585,success
209,e_wallet,Електронен портфейл,69.42,False,False,1.0919,2.6064,False,0.03176,0.8819,success
210,e_wallet,Електронен портфейл,16.8,False,False,0.3552,2.7683,False,0.02553,0.1716,success
211,card_payment,Картово плащане,39.76,False,False,0.8157,3.2562,False,0.04449,0.796,success
212,instant_payment,Незабавно плащане,47.42,False,False,0.4845,1.9423,False,0.02179,0.3616,success
213,card_payment,Картово плащане,43.43,False,False,0.8817,2.8108,False,0.03195,0.6244,success
214,e_wallet,Електронен портфейл,24.3,False,False,0.4602,2.7378,False,0.02674,0.2599,success
215,instant_payment,Незабавно плащане,58.9,False,False,0.5534,2.2043,False,0.03223,0.6644,success
216,open_banking,Open Banking плащане,17.68,False,False,0.2684,4.2984,False,0.03222,0.2165,success
217,card_payment,Картово плащане,55.29,False,False,1.0952,2.862,False,0.03543,0.8815,success
218,bank_transfer,Банков превод,182.96,False,False,0.9989,10.7522,False,0.01733,1.1097,success
219,instant_payment,Незабавно плащане,27.58,False,False,0.3655,2.3509,False,0.01864,0.1799,success
220,e_wallet,Електронен портфейл,55.66,False,False,0.8992,2.3728,False,0.02597,0.5782,success
221,bank_transfer,Банков превод,19.07,False,False,0.5072,9.3335,False,0.01592,0.1063,success
222,card_payment,Картово плащане,212.3,False,False,3.9214,2.9751,False,0.03838,3.6666,success
223,e_wallet,Електронен портфейл,15.38,False,False,0.3353,2.9617,False,0.01893,0.1165,success
224,card_payment,Картово плащане,31.61,False,False,0.669,3.4184,False,0.03685,0.5242,success
225,bank_transfer,Банков превод,83.25,False,False,0.6997,10.4526,False,0.01882,0.5484,success
226,e_wallet,Електронен портфейл,6.89,False,False,0.2165,2.6723,False,0.02,0.0551,success
227,card_payment,Картово плащане,20.81,False,False,0.4746,3.3634,False,0.03814,0.3572,success
228,bank_transfer,Банков превод,75.59,True,True,1.7827,11.4198,False,0.03526,0.9329,success
229,card_payment,Картово плащане,25.53,True,False,0.7595,3.5578,False,0.05073,0.5828,success
230,card_payment,Картово плащане,106.0,False,False,2.008,4.0041,False,0.03844,1.8336,success
231,bank_transfer,Банков превод,87.29,False,False,0.7119,10.2326,False,0.01285,0.3926,success
232,card_payment,Картово плащане,41.33,True,True,1.5399,3.4211,False,0.05693,1.0588,success
233,bank_transfer,Банков превод,28.21,False,False,0.5346,10.8836,False,0.01796,0.1773,success
234,e_wallet,Електронен портфейл,39.17,False,False,0.6684,2.9838,False,0.02166,0.3394,success
235,bank_transfer,Банков превод,49.81,False,False,0.5994,11.3479,False,0.01488,0.2594,success
236,e_wallet,Електронен портфейл,128.25,False,False,1.9155,2.4864,False,0.0303,1.5544,success
237,instant_payment,Незабавно плащане,21.34,False,False,0.328,2.0503,False,0.02318,0.1731,success
238,card_payment,Картово плащане,43.06,False,False,0.8751,3.2769,False,0.03964,0.7681,success
239,instant_payment,Незабавно плащане,18.3,False,False,0.3098,2.1661,False,0.01816,0.1163,success
240,card_payment,Картово плащане,126.38,False,False,2.3748,2.8073,False,0.0278,1.581,success
241,e_wallet,Електронен портфейл,26.09,False,False,0.4853,2.3936,False,0.03272,0.3415,success
242,card_payment,Картово плащане,79.32,False,False,1.5278,2.644,False,0.03743,1.336,success
243,card_payment,Картово плащане,29.66,False,False,0.6339,4.0797,False,0.03366,0.4493,success
244,open_banking,Open Banking плащане,66.44,False,False,0.5122,4.268,False,0.02869,0.7243,success
245,card_payment,Картово плащане,6.49,False,False,0.2168,2.8246,False,0.0404,0.118,success
246,bank_transfer,Банков превод,33.57,False,False,0.5507,10.2271,False,0.01641,0.1928,success
247,instant_payment,Незабавно плащане,26.1,False,False,0.3566,2.0359,False,0.02383,0.2177,success
248,bank_transfer,Банков превод,33.05,False,False,0.5492,12.256,False,0.00678,0.0784,success
249,card_payment,Картово плащане,94.36,True,True,3.1308,3.712,False,0.06219,2.6407,success
250,bank_transfer,Банков превод,19.86,True,False,0.8596,11.839,False,0.02049,0.1424,success
251,instant_payment,Незабавно плащане,150.65,False,False,1.1039,2.4336,True,0.02103,1.1089,failed
252,bank_transfer,Банков превод,20.89,False,False,0.5127,11.3384,False,0.00886,0.0648,success
253,bank_transfer,Банков превод,56.63,False,False,0.6199,9.8673,False,0.02403,0.4763,success
254,card_payment,Картово плащане,50.64,False,False,1.0115,3.1745,False,0.0392,0.8933,success
255,e_wallet,Електронен портфейл,117.52,False,False,1.7653,2.2957,False,0.02872,1.3501,success
256,bank_transfer,Банков превод,49.35,False,False,0.598,10.7536,False,0.01197,0.2068,success
257,card_payment,Картово плащане,106.32,False,False,2.0138,3.5726,False,0.04241,2.0291,success
258,e_wallet,Електронен портфейл,56.29,False,False,0.9081,2.5015,False,0.02709,0.61,success
259,instant_payment,Незабавно плащане,80.04,False,False,0.6802,1.9792,False,0.02055,0.5757,success
260,card_payment,Картово плащане,10.68,False,False,0.2922,3.023,False,0.0389,0.187,success
261,e_wallet,Електронен портфейл,135.47,False,False,2.0166,2.5302,False,0.03312,1.7947,success
262,instant_payment,Незабавно плащане,31.94,False,False,0.3916,2.3597,False,0.01968,0.22,success
263,e_wallet,Електронен портфейл,20.14,False,False,0.402,2.6281,False,0.02328,0.1875,success
264,instant_payment,Незабавно плащане,253.1,False,False,1.7186,1.8835,True,0.02042,1.8089,failed
265,bank_transfer,Банков превод,48.54,False,False,0.5956,10.4586,False,0.01472,0.2501,success
266,card_payment,Картово плащане,18.97,False,False,0.4415,3.3832,False,0.03735,0.3188,success
267,card_payment,Картово плащане,48.71,False,False,0.9768,3.2267,False,0.03485,0.7639,success
268,card_payment,Картово плащане,6.53,False,False,0.2175,3.4202,False,0.03569,0.1049,success
269,instant_payment,Незабавно плащане,15.92,False,False,0.2955,1.9886,False,0.00882,0.0491,success
270,card_payment,Картово плащане,30.07,False,False,0.6413,3.3317,False,0.03615,0.4892,success
271,card_payment,Картово плащане,13.16,False,False,0.3369,3.1331,False,0.03454,0.2045,success
272,e_wallet,Електронен портфейл,11.3,False,False,0.2782,2.4369,False,0.02425,0.1096,success
273,open_banking,Open Banking плащане,108.12,True,False,0.8406,4.6033,False,0.04313,1.772,success
274,e_wallet,Електронен портфейл,13.54,True,True,0.6927,2.7129,False,0.05023,0.272,success
275,card_payment,Картово плащане,18.35,False,False,0.4303,2.5001,False,0.03861,0.3188,success
276,bank_transfer,Банков превод,75.38,False,False,0.6761,10.8183,False,0.01812,0.4781,success
277,bank_transfer,Банков превод,118.97,False,False,0.8069,10.3722,False,0.01468,0.6113,success
278,e_wallet,Електронен портфейл,116.47,False,False,1.7506,2.3789,False,0.02591,1.2071,success
279,bank_transfer,Банков превод,19.16,False,False,0.5075,10.7379,False,0.00766,0.0514,success
280,card_payment,Картово плащане,10.28,False,False,0.285,2.9661,False,0.03829,0.1771,success
281,bank_transfer,Банков превод,67.81,False,False,0.6534,10.4099,False,0.02383,0.5656,success
282,instant_payment,Незабавно плащане,275.84,False,False,1.855,2.2147,False,0.02552,2.4638,success
283,open_banking,Open Banking плащане,35.31,False,False,0.3566,3.7603,False,0.02811,0.3772,success
284,instant_payment,Незабавно плащане,75.91,False,False,0.6555,2.5968,True,0.02177,0.5784,failed
285,instant_payment,Незабавно плащане,15.54,False,False,0.2932,1.7531,False,0.02638,0.1435,success
286,e_wallet,Електронен портфейл,53.86,False,False,0.874,2.0079,False,0.02375,0.5117,success
287,card_payment,Картово плащане,46.38,False,False,0.9348,3.2805,False,0.03634,0.7585,success
288,open_banking,Open Banking плащане,24.96,False,False,0.3048,3.7167,False,0.03073,0.2915,success
289,instant_payment,Незабавно плащане,65.84,False,False,0.595,2.0584,False,0.02118,0.4881,success
290,e_wallet,Електронен портфейл,52.58,False,False,0.8561,3.4869,False,0.0332,0.6983,success
291,card_payment,Картово плащане,71.9,False,False,1.3942,3.5345,False,0.03731,1.2072,success
292,bank_transfer,Банков превод,25.41,False,False,0.5262,7.8875,False,0.02111,0.1877,success
293,e_wallet,Електронен портфейл,17.49,True,True,0.8072,3.1196,False,0.0502,0.3512,success
